1,2546976780,5.2490296301,81.5937510514
1,2546976857,5.2490401037,81.5937611455
1,2546976958,5.2490682309,81.5937882078
1,2546977058,5.2491085387,81.5938052282
1,2546977159,5.2491257857,81.5938166526
1,2546977258,5.2491672799,81.5938482775
1,2546977358,5.2492090122,81.5938774670
1,2546977462,5.2492370881,81.5938908067
1,2546977558,5.2492666740,81.5939055343
1,2546977687,5.2492790826,81.5939455666
1,2546977766,5.2492997609,81.5939802294
1,2546977894,5.2493289651,81.5940013193
1,2546977961,5.2493459751,81.5940125207
1,2546978058,5.2493734263,81.5940281436
1,2546978158,5.2494165939,81.5940544436
1,2546978257,5.2494408123,81.5940903986
1,2546978357,5.2494529300,81.5941021625
1,2546978462,5.2494966067,81.5941393903
1,2546978561,5.2495147621,81.5941642048
1,2546978662,5.2495329011,81.5941896115
1,2546978762,5.2495658819,81.5942254295
1,2546978862,5.2495850049,81.5942376136
1,2546978966,5.2496259317,81.5942540608
1,2546979062,5.2496686615,81.5942861811
1,2546979197,5.2497028606,81.5943278442
1,2546979261,5.2497459009,81.5943715282
1,2546979362,5.2497687318,81.5944112089
1,2546979461,5.2497979655,81.5944404767
1,2546979561,5.2498171003,81.5944752889
1,2546979662,5.2498360445,81.5944987553
1,2546979764,5.2498788417,81.5945356221
1,2546979863,5.2499054777,81.5945447986
1,2546979961,5.2499431655,81.5945817350
1,2546980061,5.2499849799,81.5946245371
1,2546980162,5.2500191563,81.5946536796
1,2546980262,5.2500640910,81.5946643486
1,2546980361,5.2500805506,81.5947051492
1,2546980461,5.2500962925,81.5947400303
1,2546980565,5.2501197163,81.5947527310
1,2546980665,5.2501357995,81.5947758924
1,2546980769,5.2501513609,81.5947886489
1,2546980866,5.2501891296,81.5948133273
1,2546980969,5.2502116407,81.5948385078
1,2546981065,5.2502417439,81.5948565018
1,2546981165,5.2502582110,81.5948765299
1,2546981265,5.2502987303,81.5948928744
1,2546981366,5.2503259069,81.5949033813
1,2546981468,5.2503590575,81.5949156930
1,2546981591,5.2503926689,81.5949540689
1,2546981676,5.2504112880,81.5949713629
1,2546981775,5.2504352845,81.5950158384
1,2546981864,5.2504774579,81.5950511664
1,2546981970,5.2505080585,81.5950802432
1,2546982065,5.2505469093,81.5950924495
1,2546982196,5.2505782625,81.5951201799
1,2546982282,5.2505992123,81.5951314077
1,2546982400,5.2506404394,81.5951568599
1,2546982473,5.2506561516,81.5951908990
1,2546982591,5.2506894886,81.5952279608
1,2546982669,5.2507311173,81.5952417576
1,2546982769,5.2507644258,81.5952595852
1,2546982869,5.2507979054,81.5952740083
1,2546982969,5.2508140697,81.5953175120
1,2546983069,5.2508474970,81.5953390129
1,2546983170,5.2508661087,81.5953529996
1,2546983271,5.2509022071,81.5953796447
1,2546983370,5.2509356515,81.5954176344
1,2546983469,5.2509654427,81.5954353382
1,2546983587,5.2509836694,81.5954720850
1,2546983680,5.2510173970,81.5955093022
1,2546983784,5.2510468915,81.5955229989
1,2546983879,5.2510584464,81.5955672254
1,2546983979,5.2511033238,81.5955974294
1,2546984085,5.2511384921,81.5956301719
1,2546984182,5.2511502827,81.5956603344
1,2546984285,5.2511913216,81.5956880084
1,2546984382,5.2512048576,81.5956994040
